Freq.	V(n001)/Ix(ampli:I)
2.36257401270660e+004	(7.98287608428858e+001dB,-4.17002535790335e+000°)
2.44589000533431e+004	(7.98290911842156e+001dB,-4.31769905516491e+000°)
2.53214413009681e+004	(7.98294443103675e+001dB,-4.47065641678670e+000°)
2.62144000000007e+004	(7.98298217192551e+001dB,-4.62909177800069e+000°)
2.71388488195481e+004	(7.98302249951494e+001dB,-4.79320720708168e+000°)
2.80958982563122e+004	(7.98306558128667e+001dB,-4.96321286915076e+000°)
2.90866979685761e+004	(7.98311159397837e+001dB,-5.13932743528324e+000°)
3.01124381572351e+004	(7.98316072395324e+001dB,-5.32177847048382e+000°)
3.11743509955282e+004	(7.98321316729818e+001dB,-5.51080290322865e+000°)
3.22737121091898e+004	(7.98326913010274e+001dB,-5.70664748025323e+000°)
3.34118421087990e+004	(7.98332882849073e+001dB,-5.90956927799748e+000°)
3.45901081761659e+004	(7.98339248865487e+001dB,-6.11983624217817e+000°)
3.58099257066634e+004	(7.98346034670748e+001dB,-6.33772776530611e+000°)
3.70727600094743e+004	(7.98353264858351e+001dB,-6.56353529016813e+000°)
3.83801280677981e+004	(7.98360964950493e+001dB,-6.79756300587433e+000°)
3.97336003611313e+004	(7.98369161355650e+001dB,-7.04012850689676e+000°)
4.11348027518103e+004	(7.98377881274550e+001dB,-7.29156359602689e+000°)
4.25854184380830e+004	(7.98387152604858e+001dB,-7.55221508987172e+000°)
4.40871899760552e+004	(7.98397003799323e+001dB,-7.82244568795709e+000°)
4.56419213729411e+004	(7.98407463677164e+001dB,-8.10263494012204e+000°)
4.72514802541320e+004	(7.98418561217485e+001dB,-8.39318024673563e+000°)
4.89178001066863e+004	(7.98430325264877e+001dB,-8.69449797681965e+000°)
5.06428826019364e+004	(7.98442784203108e+001dB,-9.00702463140842e+000°)
5.24288000000015e+004	(7.98455965525487e+001dB,-9.33121814579377e+000°)
5.42776976390963e+004	(7.98469895343184e+001dB,-9.66755925193078e+000°)
5.61917965126244e+004	(7.98484597768359e+001dB,-1.00165529767107e+001°)
5.81733959371523e+004	(7.98500094194972e+001dB,-1.03787302488211e+001°)
6.02248763144703e+004	(7.98516402430856e+001dB,-1.07546496308873e+001°)
6.23487019910564e+004	(7.98533535664899e+001dB,-1.11448991938613e+001°)
6.45474242183798e+004	(7.98551501241264e+001dB,-1.15500985520918e+001°)
6.68236842175980e+004	(7.98570299220001e+001dB,-1.19709010400356e+001°)
6.91802163523319e+004	(7.98589920665629e+001dB,-1.24079960631534e+001°)
7.16198514133269e+004	(7.98610345658214e+001dB,-1.28621116184808e+001°)
7.41455200189487e+004	(7.98631540909629e+001dB,-1.33340170673393e+001°)
7.67602561355962e+004	(7.98653457028735e+001dB,-1.38245260267302e+001°)
7.94672007222627e+004	(7.98676025281629e+001dB,-1.43344995255825e+001°)
8.22696055036207e+004	(7.98699153804193e+001dB,-1.48648493920474e+001°)
8.51708368761661e+004	(7.98722723222742e+001dB,-1.54165418064183e+001°)
8.81743799521105e+004	(7.98746581493188e+001dB,-1.59906011737249e+001°)
9.12838427458823e+004	(7.98770537954825e+001dB,-1.65881141428045e+001°)
9.45029605082641e+004	(7.98794356380435e+001dB,-1.72102338914018e+001°)
9.78356002133728e+004	(7.98817746936632e+001dB,-1.78581846045260e+001°)
1.01285765203873e+005	(7.98840356870833e+001dB,-1.85332661309224e+001°)
1.04857600000003e+005	(7.98861759712459e+001dB,-1.92368588097588e+001°)
1.08555395278193e+005	(7.98881442859465e+001dB,-1.99704283281308e+001°)
1.12383593025249e+005	(7.98898793216174e+001dB,-2.07355306582486e+001°)
1.16346791874305e+005	(7.98913080720229e+001dB,-2.15338168446174e+001°)
1.20449752628941e+005	(7.98923439392573e+001dB,-2.23670376523276e+001°)
1.24697403982113e+005	(7.98928845741588e+001dB,-2.32370476688060e+001°)
1.29094848436760e+005	(7.98928093996868e+001dB,-2.41458089865055e+001°)
1.33647368435196e+005	(7.98919768098515e+001dB,-2.50953937534713e+001°)
1.38360432704664e+005	(7.98902209844576e+001dB,-2.60879856528720e+001°)
1.43239702826654e+005	(7.98873483104760e+001dB,-2.71258795452669e+001°)
1.48291040037898e+005	(7.98831333703895e+001dB,-2.82114788738643e+001°)
1.53520512271193e+005	(7.98773144736361e+001dB,-2.93472902146561e+001°)
1.58934401444526e+005	(7.98695887337326e+001dB,-3.05359140273177e+001°)
1.64539211007242e+005	(7.98596066862483e+001dB,-3.17800308014906e+001°)
1.70341673752332e+005	(7.98469664807044e+001dB,-3.30823814969053e+001°)
1.76348759904221e+005	(7.98312077154084e+001dB,-3.44457409617495e+001°)
1.82567685491765e+005	(7.98118050162674e+001dB,-3.58728830470470e+001°)
1.89005921016529e+005	(7.97881615269697e+001dB,-3.73665359061490e+001°)
1.95671200426746e+005	(7.97596025383035e+001dB,-3.89293260305439e+001°)
2.02571530407746e+005	(7.97253695869841e+001dB,-4.05637094916943e+001°)
2.09715200000007e+005	(7.96846154272977e+001dB,-4.22718892751229e+001°)
2.17110790556386e+005	(7.96364004074633e+001dB,-4.40557178711287e+001°)
2.24767186050498e+005	(7.95796908826121e+001dB,-4.59165849732391e+001°)
2.32693583748610e+005	(7.95133603923603e+001dB,-4.78552912492334e+001°)
2.40899505257882e+005	(7.94361944202421e+001dB,-4.98719103198702e+001°)
2.49394807964226e+005	(7.93468995231290e+001dB,-5.19656431123652e+001°)
2.58189696873520e+005	(7.92441176745830e+001dB,-5.41346701231540e+001°)
2.67294736870393e+005	(7.91264462950040e+001dB,-5.63760104078631e+001°)
2.76720865409328e+005	(7.89924644307184e+001dB,-5.86853966502003e+001°)
2.86479405653308e+005	(7.88407647886815e+001dB,-6.10571789081134e+001°)
2.96582080075796e+005	(7.86699910572105e+001dB,-6.34842689748401e+001°)
3.07041024542386e+005	(7.84788790554118e+001dB,-6.59581377501591e+001°)
3.17868802889052e+005	(7.82662997245021e+001dB,-6.84688752215174e+001°)
3.29078422014484e+005	(7.80313013188964e+001dB,-7.10053189247169e+001°)
3.40683347504665e+005	(7.77731478204910e+001dB,-7.35552510560892e+001°)
3.52697519808443e+005	(7.74913505512264e+001dB,-7.61056577973039e+001°)
3.65135370983530e+005	(7.71856902563001e+001dB,-7.86430377963252e+001°)
3.78011842033058e+005	(7.68562276882453e+001dB,-8.11537409215532e+001°)
3.91342400853492e+005	(7.65033017347801e+001dB,-8.36243147205537e+001°)
4.05143060815493e+005	(7.61275152922071e+001dB,-8.60418350874019e+001°)
4.19430400000014e+005	(7.57297101975802e+001dB,-8.83941996011829e+001°)
4.34221581112773e+005	(7.53109335631199e+001dB,-9.06703663950241e+001°)
4.49534372100997e+005	(7.48723983084004e+001dB,-9.28605277583127e+001°)
4.65387167497220e+005	(7.44154409822466e+001dB,-9.49562143249190e+001°)
4.81799010515764e+005	(7.39414798242145e+001dB,-9.69503321758623e+001°)
4.98789615928454e+005	(7.34519754088370e+001dB,-9.88371401983869e+001°)
5.16379393747041e+005	(7.29483957842542e+001dB,-1.00612178484356e+002°)
5.34589473740787e+005	(7.24321871970034e+001dB,-1.02272160172644e+002°)
5.53441730818658e+005	(7.19047509215724e+001dB,-1.03814839181219e+002°)
5.72958811306618e+005	(7.13674261754749e+001dB,-1.05238865253481e+002°)
5.93164160151592e+005	(7.08214786993101e+001dB,-1.06543635835810e+002°)
6.14082049084772e+005	(7.02680943299446e+001dB,-1.07729152255674e+002°)
6.35737605778104e+005	(6.97083768168241e+001dB,-1.08795885572978e+002°)
6.58156844028969e+005	(6.91433490046008e+001dB,-1.09744655418741e+002°)
6.81366695009332e+005	(6.85739566635171e+001dB,-1.10576523789262e+002°)
7.05395039616887e+005	(6.80010742255034e+001dB,-1.11292704255009e+002°)
7.30270741967062e+005	(6.74255118959232e+001dB,-1.11894486526833e+002°)
7.56023684066116e+005	(6.68480235706676e+001dB,-1.12383175295081e+002°)
7.82684801706986e+005	(6.62693152937991e+001dB,-1.12760042456467e+002°)
8.10286121630986e+005	(6.56900538831251e+001dB,-1.13026291229651e+002°)
8.38860800000028e+005	(6.51108755751968e+001dB,-1.13183031015509e+002°)
8.68443162225546e+005	(6.45323945221725e+001dB,-1.13231261733555e+002°)
8.99068744201995e+005	(6.39552110795181e+001dB,-1.13171866690754e+002°)
9.30774334994442e+005	(6.33799198084566e+001dB,-1.13005613111618e+002°)
9.63598021031530e+005	(6.28071171697112e+001dB,-1.12733159755513e+002°)
9.97579231856909e+005	(6.22374089217123e+001dB,-1.12355071357588e+002°)
1.03275878749408e+006	(6.16714171501163e+001dB,-1.11871839622463e+002°)
1.06917894748157e+006	(6.11097869387705e+001dB,-1.11283910994592e+002°)
1.10688346163732e+006	(6.05531926236116e+001dB,-1.10591721512447e+002°)
1.14591762261324e+006	(6.00023435158829e+001dB,-1.09795739094766e+002°)
1.18632832030319e+006	(5.94579889727316e+001dB,-1.08896513921112e+002°)
1.22816409816955e+006	(5.89209226003934e+001dB,-1.07894737305534e+002°)
1.27147521155621e+006	(5.83919853159049e+001dB,-1.06791309464652e+002°)
1.31631368805794e+006	(5.78720669366426e+001dB,-1.05587416190717e+002°)
1.36273339001867e+006	(5.73621058564035e+001dB,-1.04284613863059e+002°)
1.41079007923378e+006	(5.68630863698532e+001dB,-1.02884921504493e+002°)
1.46054148393413e+006	(5.63760331286514e+001dB,-1.01390917561541e+002°)
1.51204736813224e+006	(5.59020022801654e+001dB,-9.98058378748205e+001°)
1.56536960341397e+006	(5.54420689060812e+001dB,-9.81336700147322e+001°)
1.62057224326198e+006	(5.49973105294422e+001dB,-9.63792378802508e+001°)
1.67772160000006e+006	(5.45687867401490e+001dB,-9.45482694067768e+001°)
1.73688632445110e+006	(5.41575152816781e+001dB,-9.26474396504085e+001°)
1.79813748840399e+006	(5.37644453367596e+001dB,-9.06843816321615e+001°)
1.86154866998889e+006	(5.33904291648461e+001dB,-8.86676583492332e+001°)
1.92719604206306e+006	(5.30361935745937e+001dB,-8.66066913712610e+001°)
1.99515846371382e+006	(5.27023130407263e+001dB,-8.45116444654340e+001°)
2.06551757498817e+006	(5.23891863451598e+001dB,-8.23932643366976e+001°)
2.13835789496315e+006	(5.20970185420076e+001dB,-8.02626845951917e+001°)
2.21376692327464e+006	(5.18258097462828e+001dB,-7.81312028057666e+001°)
2.29183524522648e+006	(5.15753517388662e+001dB,-7.60100433430016e+001°)
2.37265664060637e+006	(5.13452327315109e+001dB,-7.39101204235677e+001°)
2.45632819633910e+006	(5.11348499486707e+001dB,-7.18418156345742e+001°)
2.54295042311242e+006	(5.09434290480594e+001dB,-6.98147827511867e+001°)
2.63262737611588e+006	(5.07700488760983e+001dB,-6.78377897509220e+001°)
2.72546678003734e+006	(5.06136697678836e+001dB,-6.59186041698074e+001°)
2.82158015846756e+006	(5.04731634840377e+001dB,-6.40639240351414e+001°)
2.92108296786826e+006	(5.03473429903932e+001dB,-6.22793528686638e+001°)
3.02409473626448e+006	(5.02349905579864e+001dB,-6.05694142583797e+001°)
3.13073920682795e+006	(5.01348830062666e+001dB,-5.89375994314906e+001°)
3.24114448652396e+006	(5.00458133175466e+001dB,-5.73864401724134e+001°)
3.35544320000012e+006	(4.99666082348484e+001dB,-5.59175991815075e+001°)
3.47377264890220e+006	(4.98961417811059e+001dB,-5.45319704799264e+001°)
3.59627497680799e+006	(4.98333448877826e+001dB,-5.32297834245922e+001°)
3.72309733997778e+006	(4.97772115089133e+001dB,-5.20107050648417e+001°)
3.85439208412613e+006	(4.97268017055632e+001dB,-5.08739367979304e+001°)
3.99031692742765e+006	(4.96812422114283e+001dB,-4.98183025267261e+001°)
4.13103514997634e+006	(4.96397250079122e+001dB,-4.88423265340024e+001°)
4.27671578992631e+006	(4.96015044090501e+001dB,-4.79442999991089e+001°)
4.42753384654928e+006	(4.95658930871649e+001dB,-4.71223358936381e+001°)
4.58367049045296e+006	(4.95322574388851e+001dB,-4.63744122602725e+001°)
4.74531328121276e+006	(4.95000126248434e+001dB,-4.56984042067646e+001°)
4.91265639267820e+006	(4.94686175757238e+001dB,-4.50921050999406e+001°)
5.08590084622486e+006	(4.94375702346622e+001dB,-4.45532373503423e+001°)
5.26525475223177e+006	(4.94064032654985e+001dB,-4.40794533335433e+001°)
5.45093356007468e+006	(4.93746804963725e+001dB,-4.36683266530086e+001°)
5.64316031693512e+006	(4.93419943600890e+001dB,-4.33173341195117e+001°)
5.84216593573652e+006	(4.93079646950282e+001dB,-4.30238284092147e+001°)
6.04818947252896e+006	(4.92722392866129e+001dB,-4.27850019766026e+001°)
6.26147841365592e+006	(4.92344967919813e+001dB,-4.25978420881699e+001°)
6.48228897304792e+006	(4.91944527177918e+001dB,-4.24590785852248e+001°)
6.71088640000026e+006	(4.91518695501145e+001dB,-4.23651258170574e+001°)
6.94754529780440e+006	(4.91065723332861e+001dB,-4.23120232409435e+001°)
7.19254995361600e+006	(4.90584714808803e+001dB,-4.22953820622067e+001°)
7.44619467995557e+006	(4.90075949632082e+001dB,-4.23103518560643e+001°)
7.70878416825227e+006	(4.89541324421231e+001dB,-4.23516302252096e+001°)
7.98063385485531e+006	(4.88984937076755e+001dB,-4.24135552654337e+001°)
8.26207029995270e+006	(4.88413829385033e+001dB,-4.24903422798989e+001°)
8.55343157985264e+006	(4.87838868704804e+001dB,-4.25765598177070e+001°)
8.85506769309858e+006	(4.87275678645391e+001dB,-4.26679760527229e+001°)
9.16734098090594e+006	(4.86745382948053e+001dB,-4.27629368983964e+001°)
9.49062656242553e+006	(4.86274684900355e+001dB,-4.28644185059141e+001°)
9.82531278535642e+006	(4.85894464134072e+001dB,-4.29827562329806e+001°)
1.01718016924497e+007	(4.85635757061723e+001dB,-4.31386716443654e+001°)
1.05305095044636e+007	(4.85522052871836e+001dB,-4.33655163604917e+001°)
1.09018671201494e+007	(4.85557917638879e+001dB,-4.37087815519664e+001°)
1.12863206338703e+007	(4.85716556377323e+001dB,-4.42205806632373e+001°)
1.16843318714731e+007	(4.85932283399136e+001dB,-4.49481838270893e+001°)
1.20963789450579e+007	(4.86105023379404e+001dB,-4.59192919293140e+001°)
1.25229568273119e+007	(4.86119460007900e+001dB,-4.71306200903422e+001°)
1.29645779460959e+007	(4.85872337288782e+001dB,-4.85464496662077e+001°)
1.34217728000005e+007	(4.85295159929797e+001dB,-5.01084184701434e+001°)
1.38950905956088e+007	(4.84362588951498e+001dB,-5.17511023771307e+001°)
1.43850999072320e+007	(4.83086298883178e+001dB,-5.34157571873937e+001°)
1.48923893599112e+007	(4.81501257793794e+001dB,-5.50577662752192e+001°)
1.54175683365046e+007	(4.79651995755182e+001dB,-5.66478589630624e+001°)
1.59612677097106e+007	(4.77582924054967e+001dB,-5.81695907274798e+001°)
1.65241405999054e+007	(4.75333251885013e+001dB,-5.96156115857097e+001°)
1.71068631597053e+007	(4.72935295316450e+001dB,-6.09842437450254e+001°)
1.77101353861972e+007	(4.70414705440447e+001dB,-6.22769315731263e+001°)
1.83346819618119e+007	(4.67791516221023e+001dB,-6.34965765576880e+001°)
1.89812531248511e+007	(4.65081374608634e+001dB,-6.46465596078972e+001°)
1.96506255707129e+007	(4.62296654597723e+001dB,-6.57302275779585e+001°)
2.03436033848995e+007	(4.59447352876333e+001dB,-6.67506645963290e+001°)
2.10610190089272e+007	(4.56541761885243e+001dB,-6.77106236576144e+001°)
2.18037342402988e+007	(4.53586952591345e+001dB,-6.86125401120600e+001°)
2.25726412677406e+007	(4.50589109656133e+001dB,-6.94585806849003e+001°)
2.33686637429462e+007	(4.47553757797968e+001dB,-7.02507023168328e+001°)
2.41927578901159e+007	(4.44485911206580e+001dB,-7.09907080178736e+001°)
2.50459136546237e+007	(4.41390169874042e+001dB,-7.16802939869585e+001°)
2.59291558921918e+007	(4.38270780926593e+001dB,-7.23210862562622e+001°)
2.68435456000011e+007	(4.35131677236033e+001dB,-7.29146672560941e+001°)
2.77901811912177e+007	(4.31976501670751e+001dB,-7.34625936639133e+001°)
2.87701998144641e+007	(4.28808623359502e+001dB,-7.39664069753201e+001°)
2.97847787198224e+007	(4.25631149215881e+001dB,-7.44276386135491e+001°)
3.08351366730092e+007	(4.22446933744948e+001dB,-7.48478108107269e+001°)
3.19225354194213e+007	(4.19258587846863e+001dB,-7.52284346882031e+001°)
3.30482811998109e+007	(4.16068487973035e+001dB,-7.55710063542868e+001°)
3.42137263194107e+007	(4.12878786264964e+001dB,-7.58770018325899e+001°)
3.54202707723944e+007	(4.09691420689467e+001dB,-7.61478715388886e+001°)
3.66693639236239e+007	(4.06508126711110e+001dB,-7.63850344909654e+001°)
3.79625062497022e+007	(4.03330448986812e+001dB,-7.65898728346245e+001°)
3.93012511414258e+007	(4.00159753982073e+001dB,-7.67637266375183e+001°)
4.06872067697990e+007	(3.96997242277923e+001dB,-7.69078893356220e+001°)
4.21220380178544e+007	(3.93843961826989e+001dB,-7.70236036162327e+001°)
4.36074684805976e+007	(3.90700820449079e+001dB,-7.71120580745233e+001°)
4.51452825354812e+007	(3.87568598636381e+001dB,-7.71743844148578e+001°)
4.67373274858924e+007	(3.84447961925908e+001dB,-7.72116552977199e+001°)
4.83855157802319e+007	(3.81339473227323e+001dB,-7.72248827745039e+001°)
5.00918273092476e+007	(3.78243604281220e+001dB,-7.72150172773082e+001°)
5.18583117843836e+007	(3.75160747271847e+001dB,-7.71829471005377e+001°)
5.36870912000023e+007	(3.72091225508305e+001dB,-7.71294983930609e+001°)
5.55803623824355e+007	(3.69035303893090e+001dB,-7.70554355398503e+001°)
5.75403996289283e+007	(3.65993198820488e+001dB,-7.69614619562517e+001°)
5.95695574396448e+007	(3.62965087558617e+001dB,-7.68482212499258e+001°)
6.16702733460185e+007	(3.59951117184689e+001dB,-7.67162986556730e+001°)
6.38450708388428e+007	(3.56951412952243e+001dB,-7.65662228526833e+001°)
6.60965623996219e+007	(3.53966086219093e+001dB,-7.63984679572143e+001°)
6.84274526388214e+007	(3.50995241954388e+001dB,-7.62134558220167e+001°)
7.08405415447889e+007	(3.48038985727797e+001dB,-7.60115585221619e+001°)
7.33387278472479e+007	(3.45097430034610e+001dB,-7.57931011282824e+001°)
7.59250124994046e+007	(3.42170700761666e+001dB,-7.55583645156690e+001°)
7.86025022828517e+007	(3.39258942258674e+001dB,-7.53075885826731e+001°)
8.13744135395982e+007	(3.36362322901851e+001dB,-7.50409754230073e+001°)
8.42440760357089e+007	(3.33481039584178e+001dB,-7.47586927947212e+001°)
8.72149369611954e+007	(3.30615322118456e+001dB,-7.44608776647833e+001°)
9.02905650709625e+007	(3.27765436821364e+001dB,-7.41476399532055e+001°)
9.34746549717849e+007	(3.24931689900527e+001dB,-7.38190663663658e+001°)
9.67710315604640e+007	(3.22114430417995e+001dB,-7.34752243144170e+001°)
1.00183654618495e+008	(3.19314052309376e+001dB,-7.31161660323229e+001°)
1.03716623568767e+008	(3.16530996452639e+001dB,-7.27419326800110e+001°)
1.07374182400005e+008	(3.13765751904030e+001dB,-7.23525585643260e+001°)
1.11160724764871e+008	(3.11018856656478e+001dB,-7.19480754071784e+001°)
1.15080799257857e+008	(3.08290897702514e+001dB,-7.15285166847685e+001°)
1.19139114879290e+008	(3.05582510980477e+001dB,-7.10939218588873e+001°)
1.23340546692037e+008	(3.02894380282648e+001dB,-7.06443407186861e+001°)
1.27690141677686e+008	(3.00227235744010e+001dB,-7.01798376240033e+001°)
1.32193124799244e+008	(2.97581851679410e+001dB,-6.97004957046701e+001°)
1.36854905277643e+008	(2.94959044123114e+001dB,-6.92064208752970e+001°)
1.41681083089578e+008	(2.92359667340760e+001dB,-6.86977458231388e+001°)
1.46677455694496e+008	(2.89784610021341e+001dB,-6.81746337459298e+001°)
1.51850024998809e+008	(2.87234790776918e+001dB,-6.76372819188711e+001°)
1.57205004565704e+008	(2.84711153074191e+001dB,-6.70859249794154e+001°)
1.62748827079197e+008	(2.82214659686733e+001dB,-6.65208379360777e+001°)
1.68488152071418e+008	(2.79746286554794e+001dB,-6.59423388213731e+001°)
1.74429873922391e+008	(2.77307016100879e+001dB,-6.53507910007567e+001°)
1.80581130141925e+008	(2.74897830267459e+001dB,-6.47466050008284e+001°)
1.86949309943570e+008	(2.72519702976430e+001dB,-6.41302399327892e+001°)
1.93542063120928e+008	(2.70173592429343e+001dB,-6.35022043569339e+001°)
2.00367309236991e+008	(2.67860433059418e+001dB,-6.28630566461159e+001°)
2.07433247137535e+008	(2.65581127419312e+001dB,-6.22134047488908e+001°)
2.14748364800010e+008	(2.63336537901880e+001dB,-6.15539053906016e+001°)
2.22321449529743e+008	(2.61127478652833e+001dB,-6.08852626270514e+001°)
2.30161598515714e+008	(2.58954707462671e+001dB,-6.02082258406787e+001°)
2.38278229758580e+008	(2.56818918254314e+001dB,-5.95235870267495e+001°)
2.46681093384075e+008	(2.54720733620572e+001dB,-5.88321776024168e+001°)
2.55380283355372e+008	(2.52660698045738e+001dB,-5.81348645995199e+001°)
2.64386249598488e+008	(2.50639271792902e+001dB,-5.74325463229618e+001°)
2.73709810555287e+008	(2.48656825564864e+001dB,-5.67261475169766e+001°)
2.83362166179157e+008	(2.46713635855246e+001dB,-5.60166141854946e+001°)
2.93354911388992e+008	(2.44809881110113e+001dB,-5.53049081249423e+001°)
3.03700049997619e+008	(2.42945639342131e+001dB,-5.45920009902503e+001°)
3.14410009131408e+008	(2.41120886214909e+001dB,-5.38788684306525e+001°)
3.25497654158394e+008	(2.39335494461638e+001dB,-5.31664840122558e+001°)
3.36976304142837e+008	(2.37589234104556e+001dB,-5.24558132554393e+001°)
3.48859747844783e+008	(2.35881774026101e+001dB,-5.17478076024392e+001°)
3.61162260283851e+008	(2.34212683980964e+001dB,-5.10433988160375e+001°)
3.73898619887141e+008	(2.32581438138305e+001dB,-5.03434933114379e+001°)
3.87084126241857e+008	(2.30987418731383e+001dB,-4.96489671687005e+001°)
4.00734618473982e+008	(2.29429921057783e+001dB,-4.89606611917846e+001°)
4.14866494275071e+008	(2.27908158597511e+001dB,-4.82793766549984e+001°)
4.29496729600021e+008	(2.26421269157635e+001dB,-4.76058712146999e+001°)
4.44642899059486e+008	(2.24968320969316e+001dB,-4.69408555478463e+001°)
4.60323197031428e+008	(2.23548319482470e+001dB,-4.62849902510012e+001°)
4.76556459517161e+008	(2.22160214162628e+001dB,-4.56388833450777e+001°)
4.93362186768150e+008	(2.20802905634359e+001dB,-4.50030881247391e+001°)
5.10760566710744e+008	(2.19475252699672e+001dB,-4.43781015882768e+001°)
5.28772499196978e+008	(2.18176079831557e+001dB,-4.37643630090729e+001°)
5.47419621110574e+008	(2.16904184199356e+001dB,-4.31622532059360e+001°)
5.66724332358314e+008	(2.15658342850522e+001dB,-4.25720940845471e+001°)
5.86709822777986e+008	(2.14437319955434e+001dB,-4.19941484509656e+001°)
6.07400099995239e+008	(2.13239873868763e+001dB,-4.14286202557852e+001°)
6.28820018262817e+008	(2.12064764144148e+001dB,-4.08756551554487e+001°)
6.50995308316789e+008	(2.10910758264694e+001dB,-4.03353415496712e+001°)
6.73952608285674e+008	(2.09776638729123e+001dB,-3.98077116073072e+001°)
6.97719495689566e+008	(2.08661209367861e+001dB,-3.92927431159418e+001°)
7.22324520567703e+008	(2.07563301932895e+001dB,-3.87903613531890e+001°)
7.47797239774283e+008	(2.06481782284612e+001dB,-3.83004414637093e+001°)
7.74168252483715e+008	(2.05415556534429e+001dB,-3.78228110249281e+001°)
8.01469236947966e+008	(2.04363576334188e+001dB,-3.73572534131993e+001°)
8.29732988550143e+008	(2.03324844196627e+001dB,-3.69035111971232e+001°)
8.58993459200042e+008	(2.02298418311196e+001dB,-3.64612898733242e+001°)
8.89285798118973e+008	(2.01283416464072e+001dB,-3.60302622287892e+001°)
9.20646394062858e+008	(2.00279019551551e+001dB,-3.56100727649057e+001°)
9.53112919034323e+008	(1.99284474088194e+001dB,-3.52003426037607e+001°)
9.86724373536302e+008	(1.98299094113444e+001dB,-3.48006743595830e+001°)
1.00000000000000e+009	(1.97921428111499e+001dB,-3.46491559035130e+001°)
